sa4,age,sex,education,ingp,unemployment
Hume,60-69 years,Female,hs_finished,Non-Indigenous,47
Hume,60-69 years,Female,hs_not_finished,Indigenous,0
Hume,60-69 years,Female,hs_not_finished,Non-Indigenous,100
Hume,70-79 years,Male,hs_finished,Indigenous,0
Hume,70-79 years,Male,hs_finished,Non-Indigenous,5
Hume,70-79 years,Male,hs_not_finished,Indigenous,0
Hume,70-79 years,Male,hs_not_finished,Non-Indigenous,12
Hume,70-79 years,Female,hs_finished,Indigenous,0
Hume,70-79 years,Female,hs_finished,Non-Indigenous,4
Hume,70-79 years,Female,hs_not_finished,Indigenous,0
Hume,70-79 years,Female,hs_not_finished,Non-Indigenous,0
Hume,80-89 years,Male,hs_finished,Indigenous,0
Hume,80-89 years,Male,hs_finished,Non-Indigenous,0
Hume,80-89 years,Male,hs_not_finished,Indigenous,0
Hume,80-89 years,Male,hs_not_finished,Non-Indigenous,0
Hume,80-89 years,Female,hs_finished,Indigenous,0
Hume,80-89 years,Female,hs_finished,Non-Indigenous,0
Hume,80-89 years,Female,hs_not_finished,Indigenous,0
Hume,80-89 years,Female,hs_not_finished,Non-Indigenous,0
Hume,90-99 years,Male,hs_finished,Indigenous,0
Hume,90-99 years,Male,hs_finished,Non-Indigenous,0
Hume,90-99 years,Male,hs_not_finished,Indigenous,0
Hume,90-99 years,Male,hs_not_finished,Non-Indigenous,0
Hume,90-99 years,Female,hs_finished,Indigenous,0
Hume,90-99 years,Female,hs_finished,Non-Indigenous,0
Hume,90-99 years,Female,hs_not_finished,Indigenous,0
Hume,90-99 years,Female,hs_not_finished,Non-Indigenous,0
Hume,100 years and over,Male,hs_finished,Indigenous,0
Hume,100 years and over,Male,hs_finished,Non-Indigenous,0
Hume,100 years and over,Male,hs_not_finished,Indigenous,0
Hume,100 years and over,Male,hs_not_finished,Non-Indigenous,0
Hume,100 years and over,Female,hs_finished,Indigenous,0
Hume,100 years and over,Female,hs_finished,Non-Indigenous,0
Hume,100 years and over,Female,hs_not_finished,Indigenous,0
Hume,100 years and over,Female,hs_not_finished,Non-Indigenous,0
Latrobe - Gippsland,15-19 years,Male,hs_finished,Indigenous,5
Latrobe - Gippsland,15-19 years,Male,hs_finished,Non-Indigenous,179
Latrobe - Gippsland,15-19 years,Male,hs_not_finished,Indigenous,16
Latrobe - Gippsland,15-19 years,Male,hs_not_finished,Non-Indigenous,445
Latrobe - Gippsland,15-19 years,Female,hs_finished,Indigenous,9
Latrobe - Gippsland,15-19 years,Female,hs_finished,Non-Indigenous,149
Latrobe - Gippsland,15-19 years,Female,hs_not_finished,Indigenous,20
Latrobe - Gippsland,15-19 years,Female,hs_not_finished,Non-Indigenous,395
Latrobe - Gippsland,20-29 years,Male,hs_finished,Indigenous,12
Latrobe - Gippsland,20-29 years,Male,hs_finished,Non-Indigenous,527
Latrobe - Gippsland,20-29 years,Male,hs_not_finished,Indigenous,47
Latrobe - Gippsland,20-29 years,Male,hs_not_finished,Non-Indigenous,614
Latrobe - Gippsland,20-29 years,Female,hs_finished,Indigenous,10
Latrobe - Gippsland,20-29 years,Female,hs_finished,Non-Indigenous,445
Latrobe - Gippsland,20-29 years,Female,hs_not_finished,Indigenous,31
Latrobe - Gippsland,20-29 years,Female,hs_not_finished,Non-Indigenous,339
Latrobe - Gippsland,30-39 years,Male,hs_finished,Indigenous,0
Latrobe - Gippsland,30-39 years,Male,hs_finished,Non-Indigenous,239
Latrobe - Gippsland,30-39 years,Male,hs_not_finished,Indigenous,17
Latrobe - Gippsland,30-39 years,Male,hs_not_finished,Non-Indigenous,439
Latrobe - Gippsland,30-39 years,Female,hs_finished,Indigenous,7
Latrobe - Gippsland,30-39 years,Female,hs_finished,Non-Indigenous,313
Latrobe - Gippsland,30-39 years,Female,hs_not_finished,Indigenous,4
Latrobe - Gippsland,30-39 years,Female,hs_not_finished,Non-Indigenous,280
Latrobe - Gippsland,40-49 years,Male,hs_finished,Indigenous,5
Latrobe - Gippsland,40-49 years,Male,hs_finished,Non-Indigenous,190
Latrobe - Gippsland,40-49 years,Male,hs_not_finished,Indigenous,9
Latrobe - Gippsland,40-49 years,Male,hs_not_finished,Non-Indigenous,495
Latrobe - Gippsland,40-49 years,Female,hs_finished,Indigenous,4
Latrobe - Gippsland,40-49 years,Female,hs_finished,Non-Indigenous,280
Latrobe - Gippsland,40-49 years,Female,hs_not_finished,Indigenous,21
Latrobe - Gippsland,40-49 years,Female,hs_not_finished,Non-Indigenous,364
Latrobe - Gippsland,50-59 years,Male,hs_finished,Indigenous,5
Latrobe - Gippsland,50-59 years,Male,hs_finished,Non-Indigenous,193
Latrobe - Gippsland,50-59 years,Male,hs_not_finished,Indigenous,16
Latrobe - Gippsland,50-59 years,Male,hs_not_finished,Non-Indigenous,666
Latrobe - Gippsland,50-59 years,Female,hs_finished,Indigenous,3
Latrobe - Gippsland,50-59 years,Female,hs_finished,Non-Indigenous,182
Latrobe - Gippsland,50-59 years,Female,hs_not_finished,Indigenous,11
Latrobe - Gippsland,50-59 years,Female,hs_not_finished,Non-Indigenous,418
Latrobe - Gippsland,60-69 years,Male,hs_finished,Indigenous,0
Latrobe - Gippsland,60-69 years,Male,hs_finished,Non-Indigenous,161
Latrobe - Gippsland,60-69 years,Male,hs_not_finished,Indigenous,0
Latrobe - Gippsland,60-69 years,Male,hs_not_finished,Non-Indigenous,317
Latrobe - Gippsland,60-69 years,Female,hs_finished,Indigenous,0
Latrobe - Gippsland,60-69 years,Female,hs_finished,Non-Indigenous,104
Latrobe - Gippsland,60-69 years,Female,hs_not_finished,Indigenous,0
Latrobe - Gippsland,60-69 years,Female,hs_not_finished,Non-Indigenous,160
Latrobe - Gippsland,70-79 years,Male,hs_finished,Indigenous,0
Latrobe - Gippsland,70-79 years,Male,hs_finished,Non-Indigenous,11
Latrobe - Gippsland,70-79 years,Male,hs_not_finished,Indigenous,0
Latrobe - Gippsland,70-79 years,Male,hs_not_finished,Non-Indigenous,0
Latrobe - Gippsland,70-79 years,Female,hs_finished,Indigenous,0
Latrobe - Gippsland,70-79 years,Female,hs_finished,Non-Indigenous,7
Latrobe - Gippsland,70-79 years,Female,hs_not_finished,Indigenous,0
Latrobe - Gippsland,70-79 years,Female,hs_not_finished,Non-Indigenous,3
Latrobe - Gippsland,80-89 years,Male,hs_finished,Indigenous,0
Latrobe - Gippsland,80-89 years,Male,hs_finished,Non-Indigenous,0
Latrobe - Gippsland,80-89 years,Male,hs_not_finished,Indigenous,0
Latrobe - Gippsland,80-89 years,Male,hs_not_finished,Non-Indigenous,0
Latrobe - Gippsland,80-89 years,Female,hs_finished,Indigenous,0
Latrobe - Gippsland,80-89 years,Female,hs_finished,Non-Indigenous,0
Latrobe - Gippsland,80-89 years,Female,hs_not_finished,Indigenous,0
Latrobe - Gippsland,80-89 years,Female,hs_not_finished,Non-Indigenous,0
Latrobe - Gippsland,90-99 years,Male,hs_finished,Indigenous,0
Latrobe - Gippsland,90-99 years,Male,hs_finished,Non-Indigenous,0
Latrobe - Gippsland,90-99 years,Male,hs_not_finished,Indigenous,0
Latrobe - Gippsland,90-99 years,Male,hs_not_finished,Non-Indigenous,0
Latrobe - Gippsland,90-99 years,Female,hs_finished,Indigenous,0
Latrobe - Gippsland,90-99 years,Female,hs_finished,Non-Indigenous,0
Latrobe - Gippsland,90-99 years,Female,hs_not_finished,Indigenous,0
Latrobe - Gippsland,90-99 years,Female,hs_not_finished,Non-Indigenous,0
Latrobe - Gippsland,100 years and over,Male,hs_finished,Indigenous,0
Latrobe - Gippsland,100 years and over,Male,hs_finished,Non-Indigenous,0
Latrobe - Gippsland,100 years and over,Male,hs_not_finished,Indigenous,0
Latrobe - Gippsland,100 years and over,Male,hs_not_finished,Non-Indigenous,0
Latrobe - Gippsland,100 years and over,Female,hs_finished,Indigenous,0
Latrobe - Gippsland,100 years and over,Female,hs_finished,Non-Indigenous,0
Latrobe - Gippsland,100 years and over,Female,hs_not_finished,Indigenous,0
Latrobe - Gippsland,100 years and over,Female,hs_not_finished,Non-Indigenous,0
Melbourne - Inner,15-19 years,Male,hs_finished,Indigenous,5
Melbourne - Inner,15-19 years,Male,hs_finished,Non-Indigenous,748
Melbourne - Inner,15-19 years,Male,hs_not_finished,Indigenous,3
Melbourne - Inner,15-19 years,Male,hs_not_finished,Non-Indigenous,403
Melbourne - Inner,15-19 years,Female,hs_finished,Indigenous,20
Melbourne - Inner,15-19 years,Female,hs_finished,Non-Indigenous,1024
Melbourne - Inner,15-19 years,Female,hs_not_finished,Indigenous,4
Melbourne - Inner,15-19 years,Female,hs_not_finished,Non-Indigenous,430
Melbourne - Inner,20-29 years,Male,hs_finished,Indigenous,27
Melbourne - Inner,20-29 years,Male,hs_finished,Non-Indigenous,4284
Melbourne - Inner,20-29 years,Male,hs_not_finished,Indigenous,7
Melbourne - Inner,20-29 years,Male,hs_not_finished,Non-Indigenous,496
Melbourne - Inner,20-29 years,Female,hs_finished,Indigenous,12
Melbourne - Inner,20-29 years,Female,hs_finished,Non-Indigenous,4646
Melbourne - Inner,20-29 years,Female,hs_not_finished,Indigenous,11
Melbourne - Inner,20-29 years,Female,hs_not_finished,Non-Indigenous,354
Melbourne - Inner,30-39 years,Male,hs_finished,Indigenous,3
Melbourne - Inner,30-39 years,Male,hs_finished,Non-Indigenous,1760
Melbourne - Inner,30-39 years,Male,hs_not_finished,Indigenous,3
Melbourne - Inner,30-39 years,Male,hs_not_finished,Non-Indigenous,339
Melbourne - Inner,30-39 years,Female,hs_finished,Indigenous,6
Melbourne - Inner,30-39 years,Female,hs_finished,Non-Indigenous,1760
Melbourne - Inner,30-39 years,Female,hs_not_finished,Indigenous,5
Melbourne - Inner,30-39 years,Female,hs_not_finished,Non-Indigenous,221
Melbourne - Inner,40-49 years,Male,hs_finished,Indigenous,6
Melbourne - Inner,40-49 years,Male,hs_finished,Non-Indigenous,1102
Melbourne - Inner,40-49 years,Male,hs_not_finished,Indigenous,6
Melbourne - Inner,40-49 years,Male,hs_not_finished,Non-Indigenous,354
Melbourne - Inner,40-49 years,Female,hs_finished,Indigenous,9
Melbourne - Inner,40-49 years,Female,hs_finished,Non-Indigenous,1119
Melbourne - Inner,40-49 years,Female,hs_not_finished,Indigenous,0
Melbourne - Inner,40-49 years,Female,hs_not_finished,Non-Indigenous,314
Melbourne - Inner,50-59 years,Male,hs_finished,Indigenous,0
Melbourne - Inner,50-59 years,Male,hs_finished,Non-Indigenous,773
Melbourne - Inner,50-59 years,Male,hs_not_finished,Indigenous,0
Melbourne - Inner,50-59 years,Male,hs_not_finished,Non-Indigenous,346
Melbourne - Inner,50-59 years,Female,hs_finished,Indigenous,0
Melbourne - Inner,50-59 years,Female,hs_finished,Non-Indigenous,640
Melbourne - Inner,50-59 years,Female,hs_not_finished,Indigenous,0
Melbourne - Inner,50-59 years,Female,hs_not_finished,Non-Indigenous,299
Melbourne - Inner,60-69 years,Male,hs_finished,Indigenous,0
Melbourne - Inner,60-69 years,Male,hs_finished,Non-Indigenous,403
Melbourne - Inner,60-69 years,Male,hs_not_finished,Indigenous,0
Melbourne - Inner,60-69 years,Male,hs_not_finished,Non-Indigenous,176
Melbourne - Inner,60-69 years,Female,hs_finished,Indigenous,0
Melbourne - Inner,60-69 years,Female,hs_finished,Non-Indigenous,220
Melbourne - Inner,60-69 years,Female,hs_not_finished,Indigenous,0
Melbourne - Inner,60-69 years,Female,hs_not_finished,Non-Indigenous,109
Melbourne - Inner,70-79 years,Male,hs_finished,Indigenous,0
Melbourne - Inner,70-79 years,Male,hs_finished,Non-Indigenous,54
Melbourne - Inner,70-79 years,Male,hs_not_finished,Indigenous,0
Melbourne - Inner,70-79 years,Male,hs_not_finished,Non-Indigenous,11
Melbourne - Inner,70-79 years,Female,hs_finished,Indigenous,0
Melbourne - Inner,70-79 years,Female,hs_finished,Non-Indigenous,27
Melbourne - Inner,70-79 years,Female,hs_not_finished,Indigenous,0
Melbourne - Inner,70-79 years,Female,hs_not_finished,Non-Indigenous,11
Melbourne - Inner,80-89 years,Male,hs_finished,Indigenous,0
Melbourne - Inner,80-89 years,Male,hs_finished,Non-Indigenous,5
Melbourne - Inner,80-89 years,Male,hs_not_finished,Indigenous,0
Melbourne - Inner,80-89 years,Male,hs_not_finished,Non-Indigenous,4
Melbourne - Inner,80-89 years,Female,hs_finished,Indigenous,0
Melbourne - Inner,80-89 years,Female,hs_finished,Non-Indigenous,6
Melbourne - Inner,80-89 years,Female,hs_not_finished,Indigenous,0
Melbourne - Inner,80-89 years,Female,hs_not_finished,Non-Indigenous,0
Melbourne - Inner,90-99 years,Male,hs_finished,Indigenous,0
Melbourne - Inner,90-99 years,Male,hs_finished,Non-Indigenous,0
Melbourne - Inner,90-99 years,Male,hs_not_finished,Indigenous,0
Melbourne - Inner,90-99 years,Male,hs_not_finished,Non-Indigenous,0
Melbourne - Inner,90-99 years,Female,hs_finished,Indigenous,0
Melbourne - Inner,90-99 years,Female,hs_finished,Non-Indigenous,0
Melbourne - Inner,90-99 years,Female,hs_not_finished,Indigenous,0
Melbourne - Inner,90-99 years,Female,hs_not_finished,Non-Indigenous,0
Melbourne - Inner,100 years and over,Male,hs_finished,Indigenous,0
Melbourne - Inner,100 years and over,Male,hs_finished,Non-Indigenous,0
Melbourne - Inner,100 years and over,Male,hs_not_finished,Indigenous,0
Melbourne - Inner,100 years and over,Male,hs_not_finished,Non-Indigenous,0
Melbourne - Inner,100 years and over,Female,hs_finished,Indigenous,0
Melbourne - Inner,100 years and over,Female,hs_finished,Non-Indigenous,0
Melbourne - Inner,100 years and over,Female,hs_not_finished,Indigenous,0
Melbourne - Inner,100 years and over,Female,hs_not_finished,Non-Indigenous,0
Melbourne - Inner East,15-19 years,Male,hs_finished,Indigenous,0
Melbourne - Inner East,15-19 years,Male,hs_finished,Non-Indigenous,523
Melbourne - Inner East,15-19 years,Male,hs_not_finished,Indigenous,0
Melbourne - Inner East,15-19 years,Male,hs_not_finished,Non-Indigenous,486
Melbourne - Inner East,15-19 years,Female,hs_finished,Indigenous,0
Melbourne - Inner East,15-19 years,Female,hs_finished,Non-Indigenous,467
Melbourne - Inner East,15-19 years,Female,hs_not_finished,Indigenous,0
Melbourne - Inner East,15-19 years,Female,hs_not_finished,Non-Indigenous,456
Melbourne - Inner East,20-29 years,Male,hs_finished,Indigenous,4
Melbourne - Inner East,20-29 years,Male,hs_finished,Non-Indigenous,1975
Melbourne - Inner East,20-29 years,Male,hs_not_finished,Indigenous,0
Melbourne - Inner East,20-29 years,Male,hs_not_finished,Non-Indigenous,180
Melbourne - Inner East,20-29 years,Female,hs_finished,Indigenous,3
Melbourne - Inner East,20-29 years,Female,hs_finished,Non-Indigenous,1620
Melbourne - Inner East,20-29 years,Female,hs_not_finished,Indigenous,0
Melbourne - Inner East,20-29 years,Female,hs_not_finished,Non-Indigenous,131
Melbourne - Inner East,30-39 years,Male,hs_finished,Indigenous,0
Melbourne - Inner East,30-39 years,Male,hs_finished,Non-Indigenous,724
Melbourne - Inner East,30-39 years,Male,hs_not_finished,Indigenous,0
Melbourne - Inner East,30-39 years,Male,hs_not_finished,Non-Indigenous,112
Melbourne - Inner East,30-39 years,Female,hs_finished,Indigenous,0
Melbourne - Inner East,30-39 years,Female,hs_finished,Non-Indigenous,816
Melbourne - Inner East,30-39 years,Female,hs_not_finished,Indigenous,0
Melbourne - Inner East,30-39 years,Female,hs_not_finished,Non-Indigenous,73
Melbourne - Inner East,40-49 years,Male,hs_finished,Indigenous,0
Melbourne - Inner East,40-49 years,Male,hs_finished,Non-Indigenous,633
Melbourne - Inner East,40-49 years,Male,hs_not_finished,Indigenous,0
Melbourne - Inner East,40-49 years,Male,hs_not_finished,Non-Indigenous,138
Melbourne - Inner East,40-49 years,Female,hs_finished,Indigenous,0
Melbourne - Inner East,40-49 years,Female,hs_finished,Non-Indigenous,812
Melbourne - Inner East,40-49 years,Female,hs_not_finished,Indigenous,0
Melbourne - Inner East,40-49 years,Female,hs_not_finished,Non-Indigenous,114
Melbourne - Inner East,50-59 years,Male,hs_finished,Indigenous,0
Melbourne - Inner East,50-59 years,Male,hs_finished,Non-Indigenous,645
Melbourne - Inner East,50-59 years,Male,hs_not_finished,Indigenous,0
Melbourne - Inner East,50-59 years,Male,hs_not_finished,Non-Indigenous,178
Melbourne - Inner East,50-59 years,Female,hs_finished,Indigenous,0
Melbourne - Inner East,50-59 years,Female,hs_finished,Non-Indigenous,532
Melbourne - Inner East,50-59 years,Female,hs_not_finished,Indigenous,0
Melbourne - Inner East,50-59 years,Female,hs_not_finished,Non-Indigenous,162
Melbourne - Inner East,60-69 years,Male,hs_finished,Indigenous,0
Melbourne - Inner East,60-69 years,Male,hs_finished,Non-Indigenous,334
Melbourne - Inner East,60-69 years,Male,hs_not_finished,Indigenous,0
Melbourne - Inner East,60-69 years,Male,hs_not_finished,Non-Indigenous,123
Melbourne - Inner East,60-69 years,Female,hs_finished,Indigenous,0
Melbourne - Inner East,60-69 years,Female,hs_finished,Non-Indigenous,128
Melbourne - Inner East,60-69 years,Female,hs_not_finished,Indigenous,0
Melbourne - Inner East,60-69 years,Female,hs_not_finished,Non-Indigenous,51
Melbourne - Inner East,70-79 years,Male,hs_finished,Indigenous,0
Melbourne - Inner East,70-79 years,Male,hs_finished,Non-Indigenous,35
Melbourne - Inner East,70-79 years,Male,hs_not_finished,Indigenous,0
Melbourne - Inner East,70-79 years,Male,hs_not_finished,Non-Indigenous,11
Melbourne - Inner East,70-79 years,Female,hs_finished,Indigenous,0
Melbourne - Inner East,70-79 years,Female,hs_finished,Non-Indigenous,9
Melbourne - Inner East,70-79 years,Female,hs_not_finished,Indigenous,0
Melbourne - Inner East,70-79 years,Female,hs_not_finished,Non-Indigenous,8
Melbourne - Inner East,80-89 years,Male,hs_finished,Indigenous,0
Melbourne - Inner East,80-89 years,Male,hs_finished,Non-Indigenous,0
Melbourne - Inner East,80-89 years,Male,hs_not_finished,Indigenous,0
Melbourne - Inner East,80-89 years,Male,hs_not_finished,Non-Indigenous,0
Melbourne - Inner East,80-89 years,Female,hs_finished,Indigenous,0
Melbourne - Inner East,80-89 years,Female,hs_finished,Non-Indigenous,0
Melbourne - Inner East,80-89 years,Female,hs_not_finished,Indigenous,0
Melbourne - Inner East,80-89 years,Female,hs_not_finished,Non-Indigenous,0
Melbourne - Inner East,90-99 years,Male,hs_finished,Indigenous,0
Melbourne - Inner East,90-99 years,Male,hs_finished,Non-Indigenous,0
Melbourne - Inner East,90-99 years,Male,hs_not_finished,Indigenous,0
Melbourne - Inner East,90-99 years,Male,hs_not_finished,Non-Indigenous,0
Melbourne - Inner East,90-99 years,Female,hs_finished,Indigenous,0
Melbourne - Inner East,90-99 years,Female,hs_finished,Non-Indigenous,0
Melbourne - Inner East,90-99 years,Female,hs_not_finished,Indigenous,0
Melbourne - Inner East,90-99 years,Female,hs_not_finished,Non-Indigenous,0
Melbourne - Inner East,100 years and over,Male,hs_finished,Indigenous,0
Melbourne - Inner East,100 years and over,Male,hs_finished,Non-Indigenous,0
Melbourne - Inner East,100 years and over,Male,hs_not_finished,Indigenous,0
Melbourne - Inner East,100 years and over,Male,hs_not_finished,Non-Indigenous,0
Melbourne - Inner East,100 years and over,Female,hs_finished,Indigenous,0
Melbourne - Inner East,100 years and over,Female,hs_finished,Non-Indigenous,0
Melbourne - Inner East,100 years and over,Female,hs_not_finished,Indigenous,0
Melbourne - Inner East,100 years and over,Female,hs_not_finished,Non-Indigenous,0
Melbourne - Inner South,15-19 years,Male,hs_finished,Indigenous,3
Melbourne - Inner South,15-19 years,Male,hs_finished,Non-Indigenous,430
Melbourne - Inner South,15-19 years,Male,hs_not_finished,Indigenous,0
Melbourne - Inner South,15-19 years,Male,hs_not_finished,Non-Indigenous,491
Melbourne - Inner South,15-19 years,Female,hs_finished,Indigenous,3
Melbourne - Inner South,15-19 years,Female,hs_finished,Non-Indigenous,355
Melbourne - Inner South,15-19 years,Female,hs_not_finished,Indigenous,0
Melbourne - Inner South,15-19 years,Female,hs_not_finished,Non-Indigenous,527
Melbourne - Inner South,20-29 years,Male,hs_finished,Indigenous,11
Melbourne - Inner South,20-29 years,Male,hs_finished,Non-Indigenous,1567
