sa4,age,sex,education,ingp,unemployment,labour_force
Sydney - Baulkham Hills and Hawkesbury,30-39 years,Male,hs_finished,Indigenous,0,41
Sydney - Baulkham Hills and Hawkesbury,30-39 years,Male,hs_finished,Non-Indigenous,240,9209
Sydney - Baulkham Hills and Hawkesbury,30-39 years,Male,hs_not_finished,Indigenous,4,46
Sydney - Baulkham Hills and Hawkesbury,30-39 years,Male,hs_not_finished,Non-Indigenous,62,2230
Sydney - Baulkham Hills and Hawkesbury,30-39 years,Female,hs_finished,Indigenous,0,40
Sydney - Baulkham Hills and Hawkesbury,30-39 years,Female,hs_finished,Non-Indigenous,436,9629
Sydney - Baulkham Hills and Hawkesbury,30-39 years,Female,hs_not_finished,Indigenous,0,15
Sydney - Baulkham Hills and Hawkesbury,30-39 years,Female,hs_not_finished,Non-Indigenous,48,1186
Sydney - Baulkham Hills and Hawkesbury,40-49 years,Male,hs_finished,Indigenous,0,36
Sydney - Baulkham Hills and Hawkesbury,40-49 years,Male,hs_finished,Non-Indigenous,313,10914
Sydney - Baulkham Hills and Hawkesbury,40-49 years,Male,hs_not_finished,Indigenous,4,48
Sydney - Baulkham Hills and Hawkesbury,40-49 years,Male,hs_not_finished,Non-Indigenous,91,4264
Sydney - Baulkham Hills and Hawkesbury,40-49 years,Female,hs_finished,Indigenous,0,41
Sydney - Baulkham Hills and Hawkesbury,40-49 years,Female,hs_finished,Non-Indigenous,419,11257
Sydney - Baulkham Hills and Hawkesbury,40-49 years,Female,hs_not_finished,Indigenous,5,45
Sydney - Baulkham Hills and Hawkesbury,40-49 years,Female,hs_not_finished,Non-Indigenous,80,3231
Sydney - Baulkham Hills and Hawkesbury,50-59 years,Male,hs_finished,Indigenous,0,23
Sydney - Baulkham Hills and Hawkesbury,50-59 years,Male,hs_finished,Non-Indigenous,340,8677
Sydney - Baulkham Hills and Hawkesbury,50-59 years,Male,hs_not_finished,Indigenous,0,52
Sydney - Baulkham Hills and Hawkesbury,50-59 years,Male,hs_not_finished,Non-Indigenous,100,4798
Sydney - Baulkham Hills and Hawkesbury,50-59 years,Female,hs_finished,Indigenous,0,16
Sydney - Baulkham Hills and Hawkesbury,50-59 years,Female,hs_finished,Non-Indigenous,227,7747
Sydney - Baulkham Hills and Hawkesbury,50-59 years,Female,hs_not_finished,Indigenous,0,46
Sydney - Baulkham Hills and Hawkesbury,50-59 years,Female,hs_not_finished,Non-Indigenous,112,4140
Sydney - Baulkham Hills and Hawkesbury,60-69 years,Male,hs_finished,Indigenous,0,11
Sydney - Baulkham Hills and Hawkesbury,60-69 years,Male,hs_finished,Non-Indigenous,216,4319
Sydney - Baulkham Hills and Hawkesbury,60-69 years,Male,hs_not_finished,Indigenous,0,11
Sydney - Baulkham Hills and Hawkesbury,60-69 years,Male,hs_not_finished,Non-Indigenous,52,2485
Sydney - Baulkham Hills and Hawkesbury,60-69 years,Female,hs_finished,Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,60-69 years,Female,hs_finished,Non-Indigenous,75,2822
Sydney - Baulkham Hills and Hawkesbury,60-69 years,Female,hs_not_finished,Indigenous,0,14
Sydney - Baulkham Hills and Hawkesbury,60-69 years,Female,hs_not_finished,Non-Indigenous,27,2186
Sydney - Baulkham Hills and Hawkesbury,70-79 years,Male,hs_finished,Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,70-79 years,Male,hs_finished,Non-Indigenous,25,650
Sydney - Baulkham Hills and Hawkesbury,70-79 years,Male,hs_not_finished,Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,70-79 years,Male,hs_not_finished,Non-Indigenous,9,581
Sydney - Baulkham Hills and Hawkesbury,70-79 years,Female,hs_finished,Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,70-79 years,Female,hs_finished,Non-Indigenous,8,279
Sydney - Baulkham Hills and Hawkesbury,70-79 years,Female,hs_not_finished,Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,70-79 years,Female,hs_not_finished,Non-Indigenous,6,373
Sydney - Baulkham Hills and Hawkesbury,80-89 years,Male,hs_finished,Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,80-89 years,Male,hs_finished,Non-Indigenous,0,54
Sydney - Baulkham Hills and Hawkesbury,80-89 years,Male,hs_not_finished,Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,80-89 years,Male,hs_not_finished,Non-Indigenous,0,57
Sydney - Baulkham Hills and Hawkesbury,80-89 years,Female,hs_finished,Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,80-89 years,Female,hs_finished,Non-Indigenous,0,19
Sydney - Baulkham Hills and Hawkesbury,80-89 years,Female,hs_not_finished,Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,80-89 years,Female,hs_not_finished,Non-Indigenous,0,21
Sydney - Baulkham Hills and Hawkesbury,90-99 years,Male,hs_finished,Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,90-99 years,Male,hs_finished,Non-Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,90-99 years,Male,hs_not_finished,Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,90-99 years,Male,hs_not_finished,Non-Indigenous,0,5
Sydney - Baulkham Hills and Hawkesbury,90-99 years,Female,hs_finished,Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,90-99 years,Female,hs_finished,Non-Indigenous,0,4
Sydney - Baulkham Hills and Hawkesbury,90-99 years,Female,hs_not_finished,Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,90-99 years,Female,hs_not_finished,Non-Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,100 years and over,Male,hs_finished,Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,100 years and over,Male,hs_finished,Non-Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,100 years and over,Male,hs_not_finished,Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,100 years and over,Female,hs_finished,Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,100 years and over,Female,hs_finished,Non-Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,100 years and over,Female,hs_not_finished,Indigenous,0,0
Sydney - Baulkham Hills and Hawkesbury,100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
Sydney - Blacktown,15-19 years,Male,hs_finished,Indigenous,18,69
Sydney - Blacktown,15-19 years,Male,hs_finished,Non-Indigenous,512,2210
Sydney - Blacktown,15-19 years,Male,hs_not_finished,Indigenous,55,161
Sydney - Blacktown,15-19 years,Male,hs_not_finished,Non-Indigenous,546,2375
Sydney - Blacktown,15-19 years,Female,hs_finished,Indigenous,18,69
Sydney - Blacktown,15-19 years,Female,hs_finished,Non-Indigenous,414,2381
Sydney - Blacktown,15-19 years,Female,hs_not_finished,Indigenous,32,109
Sydney - Blacktown,15-19 years,Female,hs_not_finished,Non-Indigenous,517,2335
Sydney - Blacktown,20-29 years,Male,hs_finished,Indigenous,29,231
Sydney - Blacktown,20-29 years,Male,hs_finished,Non-Indigenous,1145,13958
Sydney - Blacktown,20-29 years,Male,hs_not_finished,Indigenous,68,289
Sydney - Blacktown,20-29 years,Male,hs_not_finished,Non-Indigenous,525,4499
Sydney - Blacktown,20-29 years,Female,hs_finished,Indigenous,19,252
Sydney - Blacktown,20-29 years,Female,hs_finished,Non-Indigenous,1163,13859
Sydney - Blacktown,20-29 years,Female,hs_not_finished,Indigenous,39,177
Sydney - Blacktown,20-29 years,Female,hs_not_finished,Non-Indigenous,392,2405
Sydney - Blacktown,30-39 years,Male,hs_finished,Indigenous,7,108
Sydney - Blacktown,30-39 years,Male,hs_finished,Non-Indigenous,621,18229
Sydney - Blacktown,30-39 years,Male,hs_not_finished,Indigenous,39,184
Sydney - Blacktown,30-39 years,Male,hs_not_finished,Non-Indigenous,368,5259
Sydney - Blacktown,30-39 years,Female,hs_finished,Indigenous,11,132
Sydney - Blacktown,30-39 years,Female,hs_finished,Non-Indigenous,989,16464
Sydney - Blacktown,30-39 years,Female,hs_not_finished,Indigenous,30,142
Sydney - Blacktown,30-39 years,Female,hs_not_finished,Non-Indigenous,322,2892
Sydney - Blacktown,40-49 years,Male,hs_finished,Indigenous,7,71
Sydney - Blacktown,40-49 years,Male,hs_finished,Non-Indigenous,432,12382
Sydney - Blacktown,40-49 years,Male,hs_not_finished,Indigenous,24,194
Sydney - Blacktown,40-49 years,Male,hs_not_finished,Non-Indigenous,324,6943
Sydney - Blacktown,40-49 years,Female,hs_finished,Indigenous,6,99
Sydney - Blacktown,40-49 years,Female,hs_finished,Non-Indigenous,624,11088
Sydney - Blacktown,40-49 years,Female,hs_not_finished,Indigenous,23,215
Sydney - Blacktown,40-49 years,Female,hs_not_finished,Non-Indigenous,425,5336
Sydney - Blacktown,50-59 years,Male,hs_finished,Indigenous,3,36
Sydney - Blacktown,50-59 years,Male,hs_finished,Non-Indigenous,390,7869
Sydney - Blacktown,50-59 years,Male,hs_not_finished,Indigenous,20,170
Sydney - Blacktown,50-59 years,Male,hs_not_finished,Non-Indigenous,324,6868
Sydney - Blacktown,50-59 years,Female,hs_finished,Indigenous,0,44
Sydney - Blacktown,50-59 years,Female,hs_finished,Non-Indigenous,349,6825
Sydney - Blacktown,50-59 years,Female,hs_not_finished,Indigenous,8,144
Sydney - Blacktown,50-59 years,Female,hs_not_finished,Non-Indigenous,347,5706
Sydney - Blacktown,60-69 years,Male,hs_finished,Indigenous,0,13
Sydney - Blacktown,60-69 years,Male,hs_finished,Non-Indigenous,264,3107
Sydney - Blacktown,60-69 years,Male,hs_not_finished,Indigenous,6,46
Sydney - Blacktown,60-69 years,Male,hs_not_finished,Non-Indigenous,159,3153
Sydney - Blacktown,60-69 years,Female,hs_finished,Indigenous,0,9
Sydney - Blacktown,60-69 years,Female,hs_finished,Non-Indigenous,106,2063
Sydney - Blacktown,60-69 years,Female,hs_not_finished,Indigenous,5,40
Sydney - Blacktown,60-69 years,Female,hs_not_finished,Non-Indigenous,143,2440
Sydney - Blacktown,70-79 years,Male,hs_finished,Indigenous,0,0
Sydney - Blacktown,70-79 years,Male,hs_finished,Non-Indigenous,16,259
Sydney - Blacktown,70-79 years,Male,hs_not_finished,Indigenous,0,7
Sydney - Blacktown,70-79 years,Male,hs_not_finished,Non-Indigenous,14,318
Sydney - Blacktown,70-79 years,Female,hs_finished,Indigenous,0,0
Sydney - Blacktown,70-79 years,Female,hs_finished,Non-Indigenous,0,104
Sydney - Blacktown,70-79 years,Female,hs_not_finished,Indigenous,0,0
Sydney - Blacktown,70-79 years,Female,hs_not_finished,Non-Indigenous,4,173
Sydney - Blacktown,80-89 years,Male,hs_finished,Indigenous,0,0
Sydney - Blacktown,80-89 years,Male,hs_finished,Non-Indigenous,0,17
Sydney - Blacktown,80-89 years,Male,hs_not_finished,Indigenous,0,0
Sydney - Blacktown,80-89 years,Male,hs_not_finished,Non-Indigenous,0,20
Sydney - Blacktown,80-89 years,Female,hs_finished,Indigenous,0,0
Sydney - Blacktown,80-89 years,Female,hs_finished,Non-Indigenous,0,10
Sydney - Blacktown,80-89 years,Female,hs_not_finished,Indigenous,0,0
Sydney - Blacktown,80-89 years,Female,hs_not_finished,Non-Indigenous,0,15
Sydney - Blacktown,90-99 years,Male,hs_finished,Indigenous,0,0
Sydney - Blacktown,90-99 years,Male,hs_finished,Non-Indigenous,0,3
Sydney - Blacktown,90-99 years,Male,hs_not_finished,Indigenous,0,0
Sydney - Blacktown,90-99 years,Male,hs_not_finished,Non-Indigenous,0,5
Sydney - Blacktown,90-99 years,Female,hs_finished,Indigenous,0,0
Sydney - Blacktown,90-99 years,Female,hs_finished,Non-Indigenous,0,0
Sydney - Blacktown,90-99 years,Female,hs_not_finished,Indigenous,0,0
Sydney - Blacktown,90-99 years,Female,hs_not_finished,Non-Indigenous,0,5
Sydney - Blacktown,100 years and over,Male,hs_finished,Indigenous,0,0
Sydney - Blacktown,100 years and over,Male,hs_finished,Non-Indigenous,0,0
Sydney - Blacktown,100 years and over,Male,hs_not_finished,Indigenous,0,0
Sydney - Blacktown,100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
Sydney - Blacktown,100 years and over,Female,hs_finished,Indigenous,0,0
Sydney - Blacktown,100 years and over,Female,hs_finished,Non-Indigenous,0,0
Sydney - Blacktown,100 years and over,Female,hs_not_finished,Indigenous,0,0
Sydney - Blacktown,100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
Sydney - City and Inner South,15-19 years,Male,hs_finished,Indigenous,7,21
Sydney - City and Inner South,15-19 years,Male,hs_finished,Non-Indigenous,288,1272
Sydney - City and Inner South,15-19 years,Male,hs_not_finished,Indigenous,4,25
Sydney - City and Inner South,15-19 years,Male,hs_not_finished,Non-Indigenous,115,580
Sydney - City and Inner South,15-19 years,Female,hs_finished,Indigenous,13,33
Sydney - City and Inner South,15-19 years,Female,hs_finished,Non-Indigenous,354,1653
Sydney - City and Inner South,15-19 years,Female,hs_not_finished,Indigenous,0,32
Sydney - City and Inner South,15-19 years,Female,hs_not_finished,Non-Indigenous,130,666
Sydney - City and Inner South,20-29 years,Male,hs_finished,Indigenous,27,239
Sydney - City and Inner South,20-29 years,Male,hs_finished,Non-Indigenous,1866,25531
Sydney - City and Inner South,20-29 years,Male,hs_not_finished,Indigenous,18,82
Sydney - City and Inner South,20-29 years,Male,hs_not_finished,Non-Indigenous,241,2737
Sydney - City and Inner South,20-29 years,Female,hs_finished,Indigenous,22,232
Sydney - City and Inner South,20-29 years,Female,hs_finished,Non-Indigenous,2040,27442
Sydney - City and Inner South,20-29 years,Female,hs_not_finished,Indigenous,11,46
Sydney - City and Inner South,20-29 years,Female,hs_not_finished,Non-Indigenous,196,1804
Sydney - City and Inner South,30-39 years,Male,hs_finished,Indigenous,14,159
Sydney - City and Inner South,30-39 years,Male,hs_finished,Non-Indigenous,886,28260
Sydney - City and Inner South,30-39 years,Male,hs_not_finished,Indigenous,14,91
Sydney - City and Inner South,30-39 years,Male,hs_not_finished,Non-Indigenous,183,2977
Sydney - City and Inner South,30-39 years,Female,hs_finished,Indigenous,4,141
Sydney - City and Inner South,30-39 years,Female,hs_finished,Non-Indigenous,834,24640
Sydney - City and Inner South,30-39 years,Female,hs_not_finished,Indigenous,9,64
Sydney - City and Inner South,30-39 years,Female,hs_not_finished,Non-Indigenous,92,1728
Sydney - City and Inner South,40-49 years,Male,hs_finished,Indigenous,12,124
Sydney - City and Inner South,40-49 years,Male,hs_finished,Non-Indigenous,605,14862
Sydney - City and Inner South,40-49 years,Male,hs_not_finished,Indigenous,17,75
Sydney - City and Inner South,40-49 years,Male,hs_not_finished,Non-Indigenous,212,3037
Sydney - City and Inner South,40-49 years,Female,hs_finished,Indigenous,9,107
Sydney - City and Inner South,40-49 years,Female,hs_finished,Non-Indigenous,466,12319
Sydney - City and Inner South,40-49 years,Female,hs_not_finished,Indigenous,6,70
Sydney - City and Inner South,40-49 years,Female,hs_not_finished,Non-Indigenous,146,1987
Sydney - City and Inner South,50-59 years,Male,hs_finished,Indigenous,0,43
Sydney - City and Inner South,50-59 years,Male,hs_finished,Non-Indigenous,418,8690
Sydney - City and Inner South,50-59 years,Male,hs_not_finished,Indigenous,14,90
Sydney - City and Inner South,50-59 years,Male,hs_not_finished,Non-Indigenous,223,3039
Sydney - City and Inner South,50-59 years,Female,hs_finished,Indigenous,0,46
Sydney - City and Inner South,50-59 years,Female,hs_finished,Non-Indigenous,332,6883
Sydney - City and Inner South,50-59 years,Female,hs_not_finished,Indigenous,7,72
Sydney - City and Inner South,50-59 years,Female,hs_not_finished,Non-Indigenous,169,2384
Sydney - City and Inner South,60-69 years,Male,hs_finished,Indigenous,0,14
Sydney - City and Inner South,60-69 years,Male,hs_finished,Non-Indigenous,211,3574
Sydney - City and Inner South,60-69 years,Male,hs_not_finished,Indigenous,0,20
Sydney - City and Inner South,60-69 years,Male,hs_not_finished,Non-Indigenous,101,1412
Sydney - City and Inner South,60-69 years,Female,hs_finished,Indigenous,0,7
Sydney - City and Inner South,60-69 years,Female,hs_finished,Non-Indigenous,111,2684
Sydney - City and Inner South,60-69 years,Female,hs_not_finished,Indigenous,3,26
Sydney - City and Inner South,60-69 years,Female,hs_not_finished,Non-Indigenous,52,1371
Sydney - City and Inner South,70-79 years,Male,hs_finished,Indigenous,0,6
Sydney - City and Inner South,70-79 years,Male,hs_finished,Non-Indigenous,24,591
Sydney - City and Inner South,70-79 years,Male,hs_not_finished,Indigenous,0,0
Sydney - City and Inner South,70-79 years,Male,hs_not_finished,Non-Indigenous,10,265
Sydney - City and Inner South,70-79 years,Female,hs_finished,Indigenous,0,0
Sydney - City and Inner South,70-79 years,Female,hs_finished,Non-Indigenous,20,344
Sydney - City and Inner South,70-79 years,Female,hs_not_finished,Indigenous,0,3
Sydney - City and Inner South,70-79 years,Female,hs_not_finished,Non-Indigenous,0,193
Sydney - City and Inner South,80-89 years,Male,hs_finished,Indigenous,0,0
Sydney - City and Inner South,80-89 years,Male,hs_finished,Non-Indigenous,4,83
Sydney - City and Inner South,80-89 years,Male,hs_not_finished,Indigenous,0,0
Sydney - City and Inner South,80-89 years,Male,hs_not_finished,Non-Indigenous,0,38
Sydney - City and Inner South,80-89 years,Female,hs_finished,Indigenous,0,0
Sydney - City and Inner South,80-89 years,Female,hs_finished,Non-Indigenous,0,31
Sydney - City and Inner South,80-89 years,Female,hs_not_finished,Indigenous,0,0
Sydney - City and Inner South,80-89 years,Female,hs_not_finished,Non-Indigenous,0,23
Sydney - City and Inner South,90-99 years,Male,hs_finished,Indigenous,0,0
Sydney - City and Inner South,90-99 years,Male,hs_finished,Non-Indigenous,0,7
Sydney - City and Inner South,90-99 years,Male,hs_not_finished,Indigenous,0,0
Sydney - City and Inner South,90-99 years,Male,hs_not_finished,Non-Indigenous,0,0
Sydney - City and Inner South,90-99 years,Female,hs_finished,Indigenous,0,0
Sydney - City and Inner South,90-99 years,Female,hs_finished,Non-Indigenous,0,10
Sydney - City and Inner South,90-99 years,Female,hs_not_finished,Indigenous,0,0
Sydney - City and Inner South,90-99 years,Female,hs_not_finished,Non-Indigenous,0,0
Sydney - City and Inner South,100 years and over,Male,hs_finished,Indigenous,0,0
Sydney - City and Inner South,100 years and over,Male,hs_finished,Non-Indigenous,0,0
Sydney - City and Inner South,100 years and over,Male,hs_not_finished,Indigenous,0,0
Sydney - City and Inner South,100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
Sydney - City and Inner South,100 years and over,Female,hs_finished,Indigenous,0,0
Sydney - City and Inner South,100 years and over,Female,hs_finished,Non-Indigenous,0,0
Sydney - City and Inner South,100 years and over,Female,hs_not_finished,Indigenous,0,0
Sydney - City and Inner South,100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
Sydney - Eastern Suburbs,15-19 years,Male,hs_finished,Indigenous,3,25
Sydney - Eastern Suburbs,15-19 years,Male,hs_finished,Non-Indigenous,247,1199
Sydney - Eastern Suburbs,15-19 years,Male,hs_not_finished,Indigenous,3,14
Sydney - Eastern Suburbs,15-19 years,Male,hs_not_finished,Non-Indigenous,133,655
Sydney - Eastern Suburbs,15-19 years,Female,hs_finished,Indigenous,11,25
Sydney - Eastern Suburbs,15-19 years,Female,hs_finished,Non-Indigenous,257,1363
